pool,name,dex,base_id,quote_id,subject_id,subject_cap,bucket,reason,h24,vol_30d
0x0ab02e160f0df68dc049b012c514857306960eae,"CTR / USDC 0.002%",aerodrome-slipstream-3,citrea,usd-coin,citrea,17253239,below,single_subject:cg_mcap,2555735,18277364
0x8fc279dc5c915ee3001f15b4dfd92856b8d0905fa9c9781e8e7844be697d4c13,"CP / USDT 0.018%",uniswap-v4-base,cluster-protocol,l2-standard-bridged-usdt-base,cluster-protocol,16698453,below,min_cap_of_two:cg_mcap,2518723,0
0xa38bbf44fd13ffa6f54ef640afdba81f7c6814ac2cd3fa3c09e8d999da554f11,"XAUG / USAD",uniswap-v4-base,,lydia-coin,XAUG,13609178,below,min_cap_of_two:gt_fdv,2450205,3989600
0x01784ef301d79e4b2df3a21ad9a536d4cf09a5ce,"VVV / WETH",aerodrome-base,venice-token,weth,venice-token,1062924913,above,single_subject:cg_mcap,2435443,79857098
0xe846373c1a92b167b4e9cd5d8e4d6b1db9e90ec7,"EURC / USDC 0.05%",aerodrome-slipstream,euro-coin,usd-coin,,,above,both_quote,2426537,123898837
0xd30b9fa98713425c0302593d7f8f094be31e9710,"USDT / USDC 0.05%",quickswap-v4-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25850784,below,single_subject:cg_mcap,2393258,24039462
0x11c2cf3170327e3db9a661fb23d29128a986c9904d1bc8aaf9d7c171dbc4534b,"CP / USDT 0.013%",uniswap-v4-base,cluster-protocol,l2-standard-bridged-usdt-base,cluster-protocol,16698453,below,min_cap_of_two:cg_mcap,2392193,0
0x9ab7730b09ebd9ff2df70f06339bd289a1680a46,"USDT / USDC",solidly-v3-base,l2-standard-bridged-usdt-base,usd-coin,l2-standard-bridged-usdt-base,25850784,below,single_subject:cg_mcap,2174368,21379125
0xd686da2661f0901d3be3878018852907f3af8faacba2675bd9265b6ac36de524,"CP / USDT 0.01%",uniswap-v4-base,cluster-protocol,l2-standard-bridged-usdt-base,cluster-protocol,16698453,below,min_cap_of_two:cg_mcap,2159555,7567554
0x4e506648d493c8870f55e870480f92f2f33ece51,"AERO / WETH 0.3%",aerodrome-slipstream-3,aerodrome-finance,weth,aerodrome-finance,533033874,above,single_subject:cg_mcap,2067108,103098298
0x4e392fbfe4d0557c82d2f97f02ec39daa31516dd,"WETH / USDC 0.008%",aerodrome-slipstream-3,weth,usd-coin,,,above,both_quote,1981660,79514170
0x566bee7ef7b39f29d150ab3be6b6242c17cc5a31,"EDEL / WETH",aerodrome-base,edel,weth,edel,15844790,below,single_subject:cg_mcap,1967267,5398614
0x6cdcb1c4a4d1c3c6d054b27ac5b77e89eafb971d,"AERO / USDC",aerodrome-base,aerodrome-finance,usd-coin,aerodrome-finance,533033874,above,single_subject:cg_mcap,1961563,93870563
0xb1383dc47d9971fc999c3a9088f79e744b376e97,"cbETH / WETH 0.05%",hydrex-integral,coinbase-wrapped-staked-eth,weth,,,above,both_quote,1846077,56643278
0xf1cacd7e005b9337c58aae77bc88d93c635cdf4d,"PLAY / USDC 0.01%",pancakeswap-v3-base,playsout,usd-coin,playsout,12800998,below,single_subject:cg_mcap,1828585,31220131
0x9e56b491bb6fff39f7860edca44811e12c8e612a6f53ab78843acdfe5d1da736,"Jesski / WETH 0.01%",uniswap-v4-base,,weth,Jesski,53515,below,single_subject:gt_fdv,1805047,1980901
